X,Y
-5.02468252182007,6.58243560791016
-5.29223775863647,6.5124945640564
-5.4667763710022,6.46384000778198
-5.63816785812378,6.41359567642212
-5.80634260177612,6.36178874969482
-5.97123098373413,6.30844640731812
-6.13276243209839,6.25359678268433
-6.2908673286438,6.19726657867432
-6.44547605514526,6.13948392868042
-6.59651803970337,6.0802755355835
-6.74392366409302,6.01966905593872
-6.88762331008911,5.95769214630127
-7.02754688262939,5.89437198638916
-7.16362428665161,5.82973623275757
-7.29578542709351,5.76381206512451
-7.42396068572998,5.69662666320801
-7.54807996749878,5.62820768356323
-7.6680736541748,5.55858278274536
-7.7838716506958,5.48777914047241
-7.89540386199951,5.4158239364624
-8.00260066986084,5.34274482727051
-8.10539150238037,5.2685694694519
-8.20370769500732,5.19332504272461
-8.29747867584229,5.11703872680664
-8.38663387298584,5.03973817825317
-8.47110366821289,4.96145057678223
-8.55081844329834,4.88220357894897
-8.62570762634277,4.80202484130859
-8.69570255279541,4.7209415435791
-8.76073265075684,4.63898038864136
-8.82072830200195,4.55616998672485
-8.87561893463135,4.47253704071045
-8.92533397674561,4.38810920715332
-8.96980571746826,4.30291318893433
-9.00896167755127,4.21697759628296
-9.04273414611816,4.13032913208008
-9.07105159759521,4.04299545288086
-9.09384536743164,3.95500349998474
-9.11104488372803,3.86638116836548
-9.12257957458496,3.77715587615967
-9.12838077545166,3.68735456466675
-9.12910938262939,3.64224672317505
-9.12842273712158,3.5988872051239
-9.12294769287109,3.51235294342041
-9.11203193664551,3.42609453201294
-9.09571552276611,3.34014749526978
-9.07403469085693,3.25454783439636
-9.04702854156494,3.16933131217957
-9.01473331451416,3.08453345298767
-8.97718715667725,3.00019001960754
-8.93442916870117,2.91633701324463
-8.88649654388428,2.83301019668579
-8.83342552185059,2.75024509429932
-8.77525615692139,2.66807770729065
-8.7120246887207,2.58654356002808
-8.64376926422119,2.50567841529846
-8.57052803039551,2.42551827430725
-8.49233818054199,2.34609866142273
-8.40923881530762,2.26745533943176
-8.32126617431641,2.18962430953979
-8.22845840454102,2.11264109611511
-8.1308536529541,2.03654170036316
-8.028489112854,1.96136140823364
-7.9214038848877,1.88713645935059
-7.80963468551636,1.81390237808228
-7.69321918487549,1.74169492721558
-7.57219552993774,1.67054998874664
-7.44660186767578,1.60050320625305
-7.31647491455078,1.53159046173096
-7.18185377120972,1.46384727954865
-7.04277515411377,1.39730966091156
-6.89927768707275,1.33201313018799
-6.75139808654785,1.26799368858337
-6.59917545318604,1.20528697967529
-6.5214467048645,1.17443704605103
-6.44274759292603,1.14396750926971
-6.28278112411499,1.08429634571075
-6.11946535110474,1.02632784843445
-5.9528923034668,0.970076978206635
-5.78315305709839,0.915558397769928
-5.61033821105957,0.862786948680878
-5.43453979492188,0.811777532100677
-5.25584840774536,0.762544870376587
-5.0743556022644,0.715103805065155
-4.89015245437622,0.669469177722931
-4.6089653968811,0.604436635971069
-4.22541475296021,0.524187207221985
-3.83266472816467,0.451430052518845
-3.43144536018372,0.386283606290817
-3.02248620986938,0.328866392374039
-2.60651707649231,0.279296875
-2.18426775932312,0.237693533301353
-1.75646781921387,0.204174891114235
-1.32384717464447,0.178859427571297
-0.88713538646698,0.161865621805191
-0.447062343358994,0.153311967849731
-0.225993394851685,0.152237221598625
0.0038000566419214,0.153377071022987
0.459015995264053,0.162413746118546
0.90793776512146,0.180276945233345
1.35000598430634,0.206747382879257
1.78466129302979,0.241605788469315
2.21134424209595,0.284632861614227
2.62949538230896,0.335609316825867
3.03855538368225,0.394315898418427
3.43796491622925,0.460533291101456
3.8271644115448,0.534042239189148
4.20559453964233,0.614623427391052
4.57269620895386,0.702057600021362
4.84025144577026,0.771998584270477
5.01478958129883,0.820653200149536
5.18618154525757,0.870897769927979
5.35435628890991,0.922704815864563
5.51924419403076,0.976046919822693
5.68077611923218,1.03089666366577
5.83888101577759,1.08722674846649
5.99348926544189,1.14500963687897
6.14453172683716,1.2042179107666
6.29193735122681,1.26482427120209
6.4356369972229,1.32680118083954
6.57556009292603,1.39012134075165
6.71163749694824,1.45475733280182
6.84379863739014,1.52068161964417
6.97197389602661,1.58786690235138
7.09609365463257,1.65628576278687
7.21608734130859,1.72591078281403
7.33188533782959,1.79671454429626
7.4434175491333,1.8686695098877
7.55061388015747,1.9417484998703
7.65340518951416,2.01592397689819
7.75172090530396,2.09116864204407
7.84549140930176,2.16745495796204
7.93464660644531,2.2447555065155
8.01911640167236,2.32304286956787
8.09883117675781,2.40228962898254
8.17372131347656,2.4824686050415
8.2437162399292,2.56355214118958
8.30874633789063,2.64551305770874
8.36874103546143,2.72832345962524
8.42363166809082,2.81195664405823
8.47334766387939,2.89638447761536
8.51781845092773,2.98158001899719
8.55697536468506,3.06751585006714
8.59074687957764,3.15416431427002
8.619065284729,3.24149823188782
8.64185810089111,3.32948994636536
8.6590576171875,3.41811227798462
8.67059230804443,3.50733757019043
8.67639350891113,3.59713888168335
8.67712211608887,3.64224672317505
